"metadata_tool","metadata_link"
"ADCSKiller","https://github.com/grimlockx/ADCSKiller"
"ADCSPwn","https://github.com/bats3c/ADCSPwn"
"adcsync","https://github.com/JPG0mez/ADCSync"
"adeleg","https://github.com/mtth-bfft/adeleg"
"Adeleginator","https://github.com/techspence/Adeleginator"
"adexplorer","https://learn.microsoft.com/en-us/sysinternals/downloads/adexplorer"
"ADExplorerSnapshot.py","https://github.com/c3c/ADExplorerSnapshot.py"
"adfind","https://thedfirreport.com/2022/08/08/bumblebee-roasts-its-way-to-domain-admin/"
"adfind","https://www.virustotal.com/gui/file/484dd00e85c033fbfd506b956ac0acd29b30f239755ed753a2788a842425b384/behavior"
"adfind","N/A"
"adfind","http://www.joeware.net/freetools/tools/adfind/index.htm"
"adfind","https://github.com/3CORESec/MAL-CL/tree/master/Descriptors/Other/AdFind"
"adfind","https://github.com/aancw/community-threats/blob/82ece2dec931d175ed47276d426f526610aa8262/Ryuk/VFS/adf.bat#L4"
"adfsbrute","https://github.com/ricardojoserf/adfsbrute"
"ADFSDump","https://github.com/mandiant/ADFSDump"
"ADFSDump","https://github.com/jakobfriedl/precompiled-binaries"
"ADFSDump-PS","https://github.com/ZephrFish/ADFSDump-PS"
"ADFSpoof","https://github.com/mandiant/ADFSpoof"
"adfspray","https://github.com/xFreed0m/ADFSpray"
"ADFSRelay","https://github.com/praetorian-inc/ADFSRelay"
"adget","https://thedfirreport.com/2023/05/22/icedid-macro-ends-in-nokoyawa-ransomware/"
"AdGuard VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"adhunt","https://github.com/karendm/ADHunt"
"adidnsdump","https://github.com/dirkjanm/adidnsdump"
"adiskreader","https://github.com/skelsec/adiskreader"
"ad-ldap-enum","https://github.com/CroweCybersecurity/ad-ldap-enum"
"Admin2Sys","https://github.com/S12cybersecurity/Admin2Sys"
"ADPassHunt","https://www.virustotal.com/gui/file/73233ca7230fb5848e220723caa06d795a14c0f1f42c6a59482e812bfb8c217f"
"adrecon","https://github.com/adrecon/ADRecon"
"adsearch","https://github.com/tomcarver16/ADSearch"
"ADSyncDecrypt","https://github.com/jakobfriedl/precompiled-binaries"
"advanced port scanner","https://www.advanced-port-scanner.com/"
"advanced-ip-scanner","https://www.huntandhackett.com/blog/advanced-ip-scanner-the-preferred-scanner-in-the-apt-toolbox"
"AdvancedRun","https://medium.com/s2wblog/analysis-of-destructive-malware-whispergate-targeting-ukraine-9d5d158f19f3"
"Advanced-SQL-Injection-Cheatsheet","https://github.com/kleiton0x00/Advanced-SQL-Injection-Cheatsheet"
"Adzok","https://sourceforge.net/projects/adzok/files/Adzok_Open_v1.0.0.2.jar/download"
"aeroadmin","https://ulm.aeroadmin.com/AeroAdmin.exe"
"afrog","https://github.com/zan8in/afrog"
"AggressorScripts-1","https://github.com/Cn33liz/AggressorScripts-1/tree/master/Persistence"
"AggressorScripts-1","https://github.com/Cn33liz/AggressorScripts-1"
"Ahk2Exe","https://github.com/AutoHotkey/Ahk2Exe"
"AhMyth-Android-RAT","https://github.com/AhMyth/AhMyth-Android-RAT"
"Airbash","https://github.com/tehw0lf/airbash"
"aircrack","https://github.com/aircrack-ng/aircrack-ng"
"Airgeddon","https://github.com/v1s1t0r1sh3r3/airgeddon"
"airmon-ng","https://www.aircrack-ng.org/doku.php?id=airmon-ng"
"airpwn-ng","https://github.com/ICSec/airpwn-ng"
"Akira","https://github.com/rivitna/Malware"
"AlanFramework","https://github.com/enkomio/AlanFramework"
"Alcatraz","https://github.com/weak1337/Alcatraz"
"al-khaser","https://github.com/LordNoteworthy/al-khaser"
"Alpemix","https://www.alpemix.com/"
"Amass","https://github.com/OWASP/Amass"
"Amass","https://github.com/caffix/amass"
"Ammyy Admin","N/A"
"Ammyy Admin","https://www.ammyy.com"
"Amnesiac","https://github.com/Leo4j/Amnesiac"
"AmperageKit","https://github.com/thebookisclosed/AmperageKit"
"amsi.fail","https://amsi.fail/"
"Amsi_Bypass","https://github.com/senzee1984/Amsi_Bypass_In_2023"
"AMSI_patch","https://github.com/TheD1rkMtr/AMSI_patch"
"AmsiBypass","https://github.com/S3cur3Th1sSh1t/Amsi-Bypass-Powershell"
"Amsi-Killer","https://github.com/ZeroMemoryEx/Amsi-Killer"
"AMSI-Provider","https://github.com/netbiosX/AMSI-Provider"
"AMSITrigger","https://github.com/RythmStick/AMSITrigger"
"AndrewSpecial","https://github.com/hoangprod/AndrewSpecial"
"Anevicon","https://github.com/rozgo/anevicon"
"anonfiles.com","https://twitter.com/mthcht/status/1660953897622544384"
"Anonymous Proxy Vpn Browser","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Antivirus Signature","N/A"
"Antivirus Signature","lsass dump malware signature"
"Antivirus Signature","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/23/e/blackcat-ransomware-deploys-new-signed-kernel-driver/indicators-blackcat-ransomware-deploys-new-signed-kernel-driver.txt"
"anydesk","https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-003/"
"anydesk","https://www.virustotal.com/gui/url/f83616f0f9cd2337ed40e22b0a675a99d58edf004b31645f56f28f020f5e4f46/detection"
"anydesk","https://anydesk.com/"
"anydesk","https://thedfirreport.com/2023/04/03/malicious-iso-file-leads-to-domain-wide-ransomware/"
"anymailfinder","https://anymailfinder.com"
"AnyplaceControl","www.anyplace-control[.]com"
"anyviewer","www.anyviewer.com"
"AoratosWin","https://github.com/PinoyWH1Z/AoratosWin"
"Aoyama ","https://github.com/Leeon123/Aoyama"
"apaste.info","https://apaste.info/"
"APCLdr","https://github.com/NUL0x4C/APCLdr"
"apkfold free vpn","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"apollon","https://github.com/codewhitesec/apollon"
"APT","N/A"
"APTSimulator","https://github.com/NextronSystems/APTSimulator"
"Arbitrium-RAT","https://github.com/im-hanzou/Arbitrium-RAT"
"archerysec","https://github.com/archerysec/archerysec"
"archstrike","https://archstrike.org/"
"Arduino Pro Micro","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv"
"Ares","https://github.com/sweetsoftware/Ares"
"Argus","https://github.com/jasonxtn/Argus"
"armitage","https://github.com/r00t0v3rr1d3/armitage"
"arp","N/A"
"arp","https://www.virustotal.com/gui/file/b24ab1f8cb68547932dd8a5c81e9b2133763a7ddf48aa431456530c1340b939e/details"
"arpspoofing","https://github.com/luijait/arpspoofing"
"arsenal","https://github.com/Orange-Cyberdefense/arsenal"
"Ask4Creds","https://github.com/Leo4j/Ask4Creds"
"asleap","https://github.com/joswr1ght/asleap"
"ASPJinjaObfuscator","https://github.com/fin3ss3g0d/ASPJinjaObfuscator"
"ASREPRoast","https://github.com/HarmJ0y/ASREPRoast"
"assoc","N/A"
"Astar VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"AsyncRAT-C-Sharp","https://x.com/g0njxa/status/1829177645348860120"
"AsyncRAT-C-Sharp","https://github.com/NYAN-x-CAT/AsyncRAT-C-Sharp"
"Atera","https://www.atera.com/"
"Atera","https://thedfirreport.com/2024/08/12/threat-actors-toolkit-leveraging-sliver-poshc2-batch-scripts/#c01"
"Atera","https://thedfirreport.com/2023/09/25/from-screenconnect-to-hive-ransomware-in-61-hours/"
"atexec-pro","https://github.com/Ridter/atexec-pro"
"AtlasC2","https://github.com/Gr1mmie/AtlasC2"
"AtlasReaper","https://github.com/werdhaihai/AtlasReaper"
"atnow","https://www.nirsoft.net/utils/atnow.html"
"AtomLdr","https://github.com/NUL0x4C/AtomLdr"
"ATPMiniDump","https://github.com/b4rtik/ATPMiniDump"
"AttackSurfaceMapper","https://github.com/superhedgy/AttackSurfaceMapper"
"attifyos","https://github.com/adi0x90/attifyos"
"attrib","https://github.com/xiaoy-sec/Pentest_Note/blob/52156f816f0c2497c25343c2e872130193acca80/wiki/%E6%9D%83%E9%99%90%E6%8F%90%E5%8D%87/Windows%E6%8F%90%E6%9D%83/RDP%26Firewall/%E5%88%A0%E9%99%A4%E7%97%95%E8%BF%B9.md?plain=1#L4"
"attrib","N/A"
"attrib","https://github.com/petikvx/vx-ezine/blob/cfaf09bb089a08a9f33254929209fb32ebd52806/darkcodes/dc1/Sources/Sph1nX_Sources/DeskLock/DeskLock.txt#L13"
"attrib","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Anti-Forensics.md"
"Augustus","https://github.com/TunnelGRE/Augustus"
"autobloody","https://github.com/CravateRouge/autobloody"
"AutoC2","https://github.com/assume-breach/Home-Grown-Red-Team/tree/main/AutoC2"
"AutoHotkey","https://github.com/AutoHotkey/AutoHotkey"
"AutoIt","https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2024-05-14-IOCs-for-DarkGate-activity.txt"
"autonse","https://github.com/m4ll0k/AutoNSE"
"autoNTDS","https://github.com/hmaverickadams/autoNTDS"
"autopwn","https://github.com/nccgroup/autopwn"
"AutoRDPwn","https://github.com/JoelGMSec/AutoRDPwn"
"AutoRecon","https://github.com/Tib3rius/AutoRecon"
"AutoSmuggle","https://github.com/surajpkhetani/AutoSmuggle"
"AutoSUID","https://github.com/IvanGlinkin/AutoSUID"
"auvik","https://www.auvik.com/"
"AV_Evasion_Tool","https://github.com/1y0n/AV_Evasion_Tool"
"Avast","https://rosesecurity.gitbook.io/red-teaming-ttps/windows#av-lsass-dump"
"avet","https://github.com/govolution/avet"
"AVKiller","https://github.com/1y0n/AVKiller"
"avred","https://github.com/dobin/avred"
"aweray","sun.aweray.com"
"Awesome-Hacking","https://github.com/Hack-with-Github/Awesome-Hacking"
"Awesome-Hacking-Resources","https://github.com/vitalysim/Awesome-Hacking-Resources"
"awesome-osint","https://github.com/jivoi/awesome-osint"
"awesome-pentest","https://github.com/enaqx/awesome-pentest"
"awesome-pentest-cheat-sheets","https://github.com/coreb1t/awesome-pentest-cheat-sheets"
"awesome-scapy","https://github.com/secdev/awesome-scapy"
"awesome-static-analysis","https://github.com/codefactor-io/awesome-static-analysis"
"awesome-web-security","https://github.com/qazbnm456/awesome-web-security"
"awesome-windows-domain-hardening","https://github.com/PaulSec/awesome-windows-domain-hardening"
"AWS-Loot","https://github.com/sebastian-mora/AWS-Loot"
"Azino VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Azure Storage Explorer","https://azure.microsoft.com/en-us/products/storage/storage-explorer"
"Azure-AccessPermissions","https://github.com/csandker/Azure-AccessPermissions"
"AzureAD_Autologon_Brute","https://github.com/nyxgeek/AzureAD_Autologon_Brute"
"AzureADLateralMovement","https://github.com/talmaor/AzureADLateralMovement"
"AzureC2Relay","https://github.com/Flangvik/AzureC2Relay"
"b374k","https://github.com/b374k/b374k"
"BabelStrike","https://github.com/t3l3machus/BabelStrike"
"BabyShark","https://github.com/UnkL4b/BabyShark"
"backdoor keyword","N/A"
"BackHAck","https://github.com/AngelSecurityTeam/BackHAck"
"Backstab","https://github.com/Yaxser/Backstab"
"BackupCreds","https://github.com/leftp/BackupCreds"
"BackupOperatorToDA","https://github.com/mpgn/BackupOperatorToDA"
"badazure","https://github.com/mvelazc0/BadZure/"
"Bad-PDF","https://github.com/deepzec/Bad-Pdf"
"BadPotato","https://github.com/BeichenDream/BadPotato"
"badrats","https://gitlab.com/KevinJClark/badrats"
"BadRentdrv2","https://github.com/keowu/BadRentdrv2"
"badtouch","https://github.com/kpcyrd/badtouch"
"BadWindowsService","https://github.com/eladshamir/BadWindowsService"
"BaRMIe","https://github.com/NickstaDB/BaRMIe"
"BarracudaRMM","https://www.barracudamsp.com/products/rmm/barracuda-rmm"
"base64","N/A"
"base64","https://github.com/matterpreter/OffensiveCSharp/tree/master/MockDirUACBypass"
"bash","https://github.com/swisskyrepo/PayloadsAllTheThings/blob/master/Methodology%20and%20Resources/Reverse%20Shell%20Cheatsheet.md"
"bash","N/A"
"bash","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"bash","https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_deletion_of_bash_command_line_history.toml"
"bash","https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1146/T1146.yaml"
"bash keylogger","N/A"
"bash port scan","N/A"
"Bashfuscator","https://github.com/Bashfuscator/Bashfuscator"
"bashupload.com","https://twitter.com/mthcht/status/1660953897622544384"
"bcdedit","N/A"
"bcdedit","https://thedfirreport.com/2024/08/12/threat-actors-toolkit-leveraging-sliver-poshc2-batch-scripts/#c01"
"bcedit","https://github.com/Lifka/hacking-resources/blob/7885f95676c3ba4b2ee79fbaf0f6797add892322/system-hacking-cheat-sheet.md?plain=1#L114"
"beeceptor.com","https://beeceptor.com/local-tunnel"
"beef","https://github.com/beefproject/beef"
"BeeLogger","https://github.com/4w4k3/BeeLogger"
"BelkaVPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"BeRoot","https://github.com/AlessandroZ/BeRoot"
"BesoToken","https://github.com/OmriBaso/BesoToken"
"Best VPN USA","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"BetterBackdoor","https://github.com/thatcherclough/BetterBackdoor"
"bettercap","https://github.com/bettercap/bettercap"
"betterdefaultpasslist","https://github.com/govolution/betterdefaultpasslist"
"BetterSafetyKatz","https://github.com/jakobfriedl/precompiled-binaries"
"binwalk","https://github.com/ReFirmLabs/binwalk"
"bitb","https://github.com/mrd0x/BITB"
"bitsadmin","N/A"
"BITSInject","https://github.com/SafeBreach-Labs/BITSInject"
"bittorent","https[://]www[.]bittorrent.com/fr/"
"Biu-framework","https://awesomeopensource.com/project/0xbug/Biu-framework"
"blackcat ransomware","https://www.sentinelone.com/labs/blackcat-ransomware-highly-configurable-rust-driven-raas-on-the-prowl-for-victims/"
"Blackout","https://github.com/ZeroMemoryEx/Blackout"
"BlackShades","https://github.com/yuankong666/Ultimate-RAT-Collection/tree/main/BlackShades"
"blackvision","https://github.com/quantumcore/blackvision"
"Blank-Grabber","https://github.com/Blank-c/Blank-Grabber"
"BlankOBF","https://github.com/Blank-c/BlankOBF"
"BlazeStealer","https://medium.com/checkmarx-security/python-obfuscation-traps-1acced941375"
"BlockEtw","https://github.com/Soledge/BlockEtw"
"BlockOpenHandle","https://github.com/TheD1rkMtr/BlockOpenHandle"
"BlockWindows","https://github.com/WindowsLies/BlockWindows"
"BloodHound","https://github.com/fox-it/BloodHound.py"
"BloodHound","https://github.com/BloodHoundAD/BloodHound/tree/master/Collectors"
"BloodHound","https://github.com/BloodHoundAD/BloodHound"
"BloodHound.py","https://github.com/fox-it/BloodHound.py"
"bloodhound-quickwin","https://github.com/kaluche/bloodhound-quickwin"
"bloodyAD","https://github.com/CravateRouge/bloodyAD"
"BobTheSmuggler","https://github.com/TheCyb3rAlpha/BobTheSmuggler"
"BOF.NET","https://github.com/CCob/BOF.NET"
"bof-collection","https://github.com/cube0x0/MiniDump"
"bof-collection","https://github.com/crypt0p3g/bof-collection"
"bofhound","https://github.com/fortalice/bofhound"
"BOFMask","https://github.com/passthehashbrowns/BOFMask"
"BOINC","https://cyberint.com/wp-content/uploads/2022/02/Mars-Stealer-7.png.webp"
"boko","https://github.com/bashexplode/boko"
"Bomgar","https://www.beyondtrust.com/"
"bootkit-rs","https://github.com/memN0ps/bootkit-rs"
"bore","https://github.com/ekzhang/bore"
"boringproxy","https://github.com/boringproxy/boringproxy"
"bpf-keylogger","https://github.com/willfindlay/bpf-keylogger"
"bpf-keylogger","https://github.com/SkyperTHC/bpf-keylogger"
"bropper","https://github.com/Hakumarachi/Bropper"
"Browsec VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Browser VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"browser.lol","https://browser.lol"
"Browser-C2","https://github.com/0x09AL/Browser-C2"
"browserling","browserling.com"
"Browser-password-stealer","https://github.com/henry-richard7/Browser-password-stealer"
"BrowserSnatch","https://github.com/shaddy43/BrowserSnatch"
"BrowsingHistoryView","https://www.nirsoft.net/utils/browsing_history_view.html"
"bruteratel","https://bruteratel.com/"
"BruteSploit","https://github.com/screetsec/Vegile"
"BruteSploit","https://github.com/screetsec/Microsploit"
"BruteSploit","https://github.com/screetsec/BruteSploit"
"brutespray","https://github.com/x90skysn3k/brutespray"
"BruteX","https://github.com/1N3/BruteX"
"btunnel.in","https://www.btunnel.in/"
"BucketLoot","https://github.com/redhuntlabs/BucketLoot"
"bulletpassview","https://www.nirsoft.net/utils/bullets_password_view.html"
"BullVPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Burntcigar KillAV","https://www.virustotal.com/gui/file/aeb044d310801d546d10b247164c78afde638a90b6ef2f04e1f40170e54dec03?nocache=1"
"burpsuite","https://github.com/nccgroup/BurpSuiteHTTPSmuggler"
"burpsuite","https://github.com/Mr-xn/BurpSuite-collections"
"burpsuite","https://github.com/signorrayan/RedTeam_toolkit"
"burpsuite","https://portswigger.net/burp"
"burpsuite","https://portswigger.net/"
"burpsuite","https://github.com/honoki/burp-digitalocean-openvpn-socks"
"burpsuite","https://github.com/attackercan/burp-xss-sql-plugin"
"burpsuite","https://github.com/infodel/burp.extension-payloadparser"
"burpsuite","https://github.com/laconicwolf/burp-extensions"
"burpsuite","https://github.com/JGillam/burp-co2"
"byob","https://github.com/malwaredllc/byob"
"BYOVD_kill_av_edr","https://github.com/infosecn1nja/red-team-scripts/blob/main/BYOVD_kill_av_edr.c"
"bypass-clm","https://github.com/calebstewart/bypass-clm"
"BypassCredGuard","https://github.com/wh0amitz/BypassCredGuard"
"bypasswaf","https://github.com/codewatchorg/bypasswaf"
"C2 related tools","https://github.com/mgeeky/ShellcodeFluctuation"
"C2 related tools","https://github.com/mgeeky/ThreadStackSpoofer"
"C2 related tools","https://github.com/Rvn0xsy/Cooolis-ms"
"C2 related tools","https://github.com/med0x2e/SigFlip"
"C2 related tools","https://github.com/aeverj/NimShellCodeLoader"
"C2 related tools","https://github.com/bitsadmin/nopowershell"
"C2 related tools","https://github.com/Ed1s0nZ/cool"
"C2_Server","https://github.com/reveng007/C2_Server"
"C2concealer","https://github.com/RedSiege/C2concealer"
"C2ReverseProxy","https://github.com/Daybr4ak/C2ReverseProxy"
"C2-Tool-Collection","https://github.com/outflanknl/C2-Tool-Collection"
"C3","https://github.com/WithSecureLabs/C3"
"Cable","https://github.com/logangoins/Cable"
"Cactus WHID","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv"
"CACTUSTORCH","https://github.com/mdsecactivebreach/CACTUSTORCH"
"Cain&Abel","https://github.com/undergroundwires/CEH-in-bullet-points/blob/master/chapters/08-sniffing/sniffing-tools.md"
"CamHacker","https://github.com/KasRoudra/CamHacker"
"Cam-Hackers","https://github.com/AngelSecurityTeam/Cam-Hackers"
"canarytokens.com","http://canarytokens.com"
"CandyPotato","https://github.com/klezVirus/CandyPotato"
"canisrufus","https://github.com/maldevel/canisrufus"
"CarbonCopy","https://github.com/paranoidninja/CarbonCopy"
"cat","N/A"
"cat","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"catbox.moe","https://files[.]catbox.moe"
"catphish","https://github.com/ring0lab/catphish"
"catspin","https://github.com/rootcathacking/catspin"
"ccmpwn","https://github.com/mandiant/ccmpwn"
"cdn-proxy","https://github.com/RyanJarv/cdn-proxy"
"celerystalk","https://github.com/sethsec/celerystalk"
"CelestialSpark","https://github.com/Karkas66/CelestialSpark"
"cerbrutus","https://github.com/Cerbrutus-BruteForcer/cerbrutus"
"Certify","https://github.com/jakobfriedl/precompiled-binaries"
"Certipy","https://github.com/ly4k/Certipy"
"certoc","https://lolbas-project.github.io/lolbas/Binaries/Certoc/"
"CertStealer","https://github.com/TheWover/CertStealer"
"certsync","https://github.com/zblurx/certsync"
"certutil","N/A"
"ChaiLdr","https://github.com/Cipher7/ChaiLdr"
"changeme","https://github.com/ztgrace/changeme"
"chaos","https://github.com/tiagorlampert/CHAOS"
"chaos","https://blog.qualys.com/vulnerabilities-threat-research/2022/01/17/the-chaos-ransomware-can-be-ravaging"
"charles-proxy","https://charlesproxy.com/"
"charlotte","https://github.com/9emin1/charlotte"
"chashell","https://github.com/sysdream/chashell"
"chattr","N/A"
"chcp","https://thedfirreport.com/2023/04/03/malicious-iso-file-leads-to-domain-wide-ransomware/"
"Checkmate","https://github.com/S3N4T0R-0X0/Checkmate"
"CheckPort","https://github.com/jakobfriedl/precompiled-binaries"
"CheckSMBSigning","https://github.com/Leo4j/CheckSMBSigning"
"CheeseTools","https://github.com/klezVirus/CheeseTools"
"cheetah","https://github.com/shmilylty/cheetah"
"chimera","https://github.com/tokyoneon/Chimera/"
"Chimera","https://github.com/georgesotiriadis/Chimera"
"chisel","https://github.com/jpillora/chisel"
"ChkNull","https://github.com/nyxgeek/classic_hacking_tools"
"chntpw","https://pogostick.net/~pnh/ntpasswd/chntpw-source-140201.zip"
"ChromeCookiesView","https://www.nirsoft.net/utils/chrome_cookies_view.html"
"chromedump","https://github.com/g4l4drim/ChromeDump"
"ChromeKatz","https://github.com/Meckazin/ChromeKatz"
"chromepass","https://www.nirsoft.net/utils/chromepass.html"
"chromium","https://www.splunk.com/en_us/blog/security/mockbin-and-the-art-of-deception-tracing-adversaries-going-headless-and-mocking-apis.html"
"chromium","https://www.mandiant.com/resources/blog/lnk-between-browsers"
"chromium","https://redcanary.com/blog/intelligence-insights-june-2023/"
"CIMplant","https://github.com/RedSiege/CIMplant"
"cirt-fuzzer","https://www.ecrimelabs.com/"
"clickjack","https://github.com/trustedsec/The_Shelf"
"cloakify","https://github.com/TryCatchHCF/Cloakify"
"CloakNDaggerC2","https://github.com/matt-culbert/CloakNDaggerC2"
"Cloud VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"cloud_enum","https://github.com/initstring/cloud_enum"
"cloudflared","https://github.com/cloudflare/cloudflared"
"cloudsploit","https://github.com/aquasecurity/cloudsploit"
"CLR-Injection","https://github.com/3gstudent/CLR-Injection"
"Cmdkey","https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-290a"
"CmdLineSpoofer","https://github.com/plackyhacker/CmdLineSpoofer"
"CMLoot","https://github.com/1njected/CMLoot"
"CMSeek","https://github.com/Tuhinshubhra/CMSeek"
"cobaltstrike","https://github.com/outflanknl/Recon-AD"
"cobaltstrike","https://github.com/outflanknl/InlineWhispers"
"cobaltstrike","https://github.com/outflanknl/Spray-AD"
"cobaltstrike","https://github.com/p292/Phant0m_cobaltstrike"
"cobaltstrike","https://github.com/outflanknl/WdToggle"
"cobaltstrike","https://github.com/outflanknl/FindObjects-BOF"
"cobaltstrike","https://github.com/optiv/Dent"
"cobaltstrike","https://github.com/OneHone/C--Shellcode"
"cobaltstrike","https://github.com/optiv/Registry-Recon"
"cobaltstrike","https://github.com/outflanknl/Dumpert/tree/master/Dumpert-Aggressor"
"cobaltstrike","https://github.com/optiv/ScareCrow"
"cobaltstrike","https://github.com/praetorian-inc/PortBender"
"cobaltstrike","https://github.com/RiccardoAncarani/BOFs"
"cobaltstrike","https://github.com/realoriginal/beacon-object-file"
"cobaltstrike","https://github.com/RiccardoAncarani/LiquidSnake"
"cobaltstrike","https://github.com/rkervella/CarbonMonoxide"
"cobaltstrike","https://github.com/RiccardoAncarani/TaskShell"
"cobaltstrike","https://github.com/RCStep/CSSG"
"cobaltstrike","https://github.com/pwn1sher/CS-BOFs"
"cobaltstrike","https://github.com/pureqh/bypassAV"
"cobaltstrike","https://github.com/RalfHacker/Kerbeus-BOF"
"cobaltstrike","https://github.com/rasta-mouse/TikiTorch"
"cobaltstrike","https://github.com/rasta-mouse/PPEnum"
