"metadata_tool","metadata_link"
"chaos","https://blog.qualys.com/vulnerabilities-threat-research/2022/01/17/the-chaos-ransomware-can-be-ravaging"
"charles-proxy","https://charlesproxy.com/"
"charlotte","https://github.com/9emin1/charlotte"
"CheckPlease","https://github.com/Arvanaghi/CheckPlease"
"CheeseTools","https://github.com/klezVirus/CheeseTools"
"chimera","https://github.com/tokyoneon/Chimera/"
"chisel","https://github.com/jpillora/chisel"
"ChkNull","https://github.com/nyxgeek/classic_hacking_tools"
"chromedump","https://github.com/g4l4drim/ChromeDump"
"chromepass","https://www.nirsoft.net/utils/chromepass.html"
"chromium","https://redcanary.com/blog/intelligence-insights-june-2023/"
"CIMplant","https://github.com/RedSiege/CIMplant"
"cirt-fuzzer","https://www.ecrimelabs.com/"
"cloakify","https://github.com/TryCatchHCF/Cloakify"
"CloakNDaggerC2","https://github.com/matt-culbert/CloakNDaggerC2"
"cloud_enum","https://github.com/initstring/cloud_enum"
"cloudsploit","https://github.com/aquasecurity/cloudsploit"
"CMSeek","https://github.com/Tuhinshubhra/CMSeek"
"cobaltstrike","https://github.com/outflanknl/Spray-AD"
"cobaltstrike","https://github.com/outflanknl/Recon-AD"
"cobaltstrike","https://github.com/outflanknl/WdToggle"
"cobaltstrike","https://github.com/praetorian-inc/PortBender"
"cobaltstrike","https://github.com/p292/Phant0m_cobaltstrike"
"cobaltstrike","https://github.com/outflanknl/InlineWhispers"
"cobaltstrike","https://github.com/optiv/Registry-Recon"
"cobaltstrike","https://github.com/optiv/Dent"
"cobaltstrike","https://github.com/optiv/ScareCrow"
"cobaltstrike","https://github.com/outflanknl/FindObjects-BOF"
"cobaltstrike","https://github.com/outflanknl/Dumpert/tree/master/Dumpert-Aggressor"
"cobaltstrike","https://github.com/RiccardoAncarani/LiquidSnake"
"cobaltstrike","https://github.com/RiccardoAncarani/BOFs"
"cobaltstrike","https://github.com/RiccardoAncarani/TaskShell"
"cobaltstrike","https://github.com/rookuu/BOFs"
"cobaltstrike","https://github.com/rkervella/CarbonMonoxide"
"cobaltstrike","https://github.com/realoriginal/beacon-object-file"
"cobaltstrike","https://github.com/pwn1sher/CS-BOFs"
"cobaltstrike","https://github.com/pureqh/bypassAV"
"cobaltstrike","https://github.com/rasta-mouse/PPEnum"
"cobaltstrike","https://github.com/RCStep/CSSG"
"cobaltstrike","https://github.com/rasta-mouse/TikiTorch"
"cobaltstrike","https://github.com/netero1010/TrustedPath-UACBypass-BOF"
"cobaltstrike","https://github.com/netero1010/ServiceMove-BOF"
"cobaltstrike","https://github.com/nettitude/RunOF"
"cobaltstrike","https://github.com/NtQuerySystemInformation/CustomKeyboardLayoutPersistence"
"cobaltstrike","https://github.com/nick-frischkorn/TokenStripBOF"
"cobaltstrike","https://github.com/netero1010/RDPHijack-BOF"
"cobaltstrike","https://github.com/Mr-Un1k0d3r/SCShell"
"cobaltstrike","https://github.com/Mr-Un1k0d3r/Cookie-Graber-BOF"
"cobaltstrike","https://github.com/nccgroup/nccfsas"
"cobaltstrike","https://github.com/netero1010/Quser-BOF"
"cobaltstrike","https://github.com/nccgroup/nccfsas/"
"cobaltstrike","https://github.com/OG-Sadpanda/SharpExcelibur"
"cobaltstrike","https://github.com/OG-Sadpanda/SharpCat"
"cobaltstrike","https://github.com/OG-Sadpanda/SharpSword"
"cobaltstrike","https://github.com/OneHone/C--Shellcode"
"cobaltstrike","https://github.com/OG-Sadpanda/SharpZippo"
"cobaltstrike","https://github.com/OG-Sadpanda/SharpCalendar"
"cobaltstrike","https://github.com/Octoberfest7/EventViewerUAC_BOF"
"cobaltstrike","https://github.com/obscuritylabs/RAI"
"cobaltstrike","https://github.com/Octoberfest7/KDStab"
"cobaltstrike","https://github.com/offsecginger/AggressorScripts"
"cobaltstrike","https://github.com/Octoberfest7/KillDefender_BOF"
"cobaltstrike","https://github.com/rsmudge/ElevateKit"
"cobaltstrike","https://github.com/Unknow101/FuckThatPacker"
"cobaltstrike","https://github.com/uknowsec/TailorScan"
"cobaltstrike","https://github.com/vysecurity/ANGRYPUPPY"
"cobaltstrike","https://github.com/WKL-Sec/HiddenDesktop"
"cobaltstrike","https://github.com/wahyuhadi/beacon-c2-go"
"cobaltstrike","https://github.com/Tylous/SourcePoint"
"cobaltstrike","https://github.com/trustedsec/CS-Situational-Awareness-BOF"
"cobaltstrike","https://github.com/trustedsec/CS-Remote-OPs-BOF"
"cobaltstrike","https://github.com/trustedsec/ELFLoader"
"cobaltstrike","https://github.com/Tycx2ry/SweetPotato_CS"
"cobaltstrike","https://github.com/trustedsec/PPLFaultDumpBOF"
"cobaltstrike","https://github.com/YDHCUI/csload.net"
"cobaltstrike","https://github.com/Yaxser/COFFLoader2"
"cobaltstrike","https://github.com/YDHCUI/manjusaka"
"cobaltstrike","https://www.cobaltstrike.com/"
"cobaltstrike","https://github.com/zha0gongz1/DesertFox"
"cobaltstrike","https://github.com/Yaxser/CobaltStrike-BOF"
"cobaltstrike","https://github.com/wumb0/rust_bof"
"cobaltstrike","https://github.com/WKL-Sec/Winsocky"
"cobaltstrike","https://github.com/xforcered/CredBandit"
"cobaltstrike","https://github.com/yanghaoi/CobaltStrike_CNA"
"cobaltstrike","https://github.com/xforcered/Detect-Hooks"
"cobaltstrike","https://github.com/seventeenman/CallBackDump"
"cobaltstrike","https://github.com/securifybv/Visual-Studio-BOF-template"
"cobaltstrike","https://github.com/Sh0ckFR/InlineWhispers2"
"cobaltstrike","https://github.com/tevora-threat/aggressor-powerview"
"cobaltstrike","https://github.com/SpiderLabs/SharpCompile"
"cobaltstrike","https://github.com/S3cur3Th1sSh1t/Sharp-HackBrowserData"
"cobaltstrike","https://github.com/rsmudge/unhook-bof"
"cobaltstrike","https://github.com/rsmudge/Malleable-C2-Profiles"
"cobaltstrike","https://github.com/rsmudge/ZeroLogon-BOF"
"cobaltstrike","https://github.com/rxwx/cs-rdll-ipc-example"
"cobaltstrike","https://github.com/rvrsh3ll/BOF_Collection"
"cobaltstrike","https://github.com/tomcarver16/BOF-DLL-Inject"
"cobaltstrike","https://github.com/timwhitez/Doge-Loader"
"cobaltstrike","https://github.com/trainr3kt/MemReader_BoF"
"cobaltstrike","https://github.com/trustedsec/COFFLoader"
"cobaltstrike","https://github.com/trainr3kt/Readfile_BoF"
"cobaltstrike","https://github.com/tijme/kernel-mii"
"cobaltstrike","https://github.com/threatexpress/cs2modrewrite"
"cobaltstrike","https://github.com/tevora-threat/PowerView3-Aggressor"
"cobaltstrike","https://github.com/threatexpress/malleable-c2"
"cobaltstrike","https://github.com/threatexpress/red-team-scripts"
"cobaltstrike","https://github.com/threatexpress/random_c2_profile"
"cobaltstrike","https://github.com/mlcsec/ASRenum-BOF"
"cobaltstrike","https://github.com/C0axx/AggressorScripts"
"cobaltstrike","https://github.com/byt3bl33d3r/BOF-Nim"
"cobaltstrike","https://github.com/CCob/BOF.NET"
"cobaltstrike","https://github.com/Cobalt-Strike/beacon_health_check"
"cobaltstrike","https://github.com/ceramicskate0/BOF-Builder"
"cobaltstrike","https://github.com/BronzeTicket/ClipboardWindow-Inject"
"cobaltstrike","https://github.com/boku7/injectEtwBypass"
"cobaltstrike","https://github.com/boku7/injectAmsiBypass"
"cobaltstrike","https://github.com/boku7/spawn"
"cobaltstrike","https://github.com/boku7/xPipe"
"cobaltstrike","https://github.com/boku7/whereami"
"cobaltstrike","https://github.com/CrossC2/CrossC2Kit"
"cobaltstrike","https://github.com/crisprss/PrintSpoofer"
"cobaltstrike","https://github.com/crypt0p3g/bof-collection"
"cobaltstrike","https://github.com/DallasFR/Cobalt-Clip"
"cobaltstrike","https://github.com/cube0x0/LdapSignCheck"
"cobaltstrike","https://github.com/cribdragg3r/Alaris"
"cobaltstrike","https://github.com/Cobalt-Strike/unhook-bof"
"cobaltstrike","https://github.com/Cobalt-Strike/sleep_python_bridge"
"cobaltstrike","https://github.com/CodeXTF2/Burp2Malleable"
"cobaltstrike","https://github.com/Cracked5pider/CoffeeLdr"
"cobaltstrike","https://github.com/connormcgarr/tgtdelegation"
"cobaltstrike","https://github.com/airbus-cert/Invoke-Bof"
"cobaltstrike","https://github.com/Adminisme/ServerScan"
"cobaltstrike","https://github.com/ajpc500/BOFs"
"cobaltstrike","https://github.com/AlphabugX/csOnvps"
"cobaltstrike","https://github.com/alfarom256/BOF-ForeignLsass"
"cobaltstrike","https://github.com/1135/1135-CobaltStrike-ToolKit"
"cobaltstrike","https://github.com//EspressoCake/HandleKatz_BOF"
"cobaltstrike","https://gist.github.com/G0ldenGunSec/8ca0e853dd5637af2881697f8de6aecc"
"cobaltstrike","https://github.com/0x3rhy/AddUser-Bof"
"cobaltstrike","https://github.com/0xthirteen/StayKit"
"cobaltstrike","https://github.com/0xthirteen/MoveKit"
"cobaltstrike","https://github.com/BC-SECURITY/Malleable-C2-Profiles"
"cobaltstrike","https://github.com/Axx8/ShellCode_Loader"
"cobaltstrike","https://github.com/bluscreenofjeff/Malleable-C2-Randomizer"
"cobaltstrike","https://github.com/boku7/HOLLOW"
"cobaltstrike","https://github.com/boku7/BokuLoader"
"cobaltstrike","https://github.com/ausecwa/bof-registry"
"cobaltstrike","https://github.com/anthemtotheego/InlineExecute-Assembly"
"cobaltstrike","https://github.com/anthemtotheego/Detect-Hooks"
"cobaltstrike","https://github.com/anthemtotheego/SharpCradle"
"cobaltstrike","https://github.com/AttackTeamFamily/cobaltstrike-bof-toolset"
"cobaltstrike","https://github.com/apokryptein/secinject"
"cobaltstrike","https://github.com/darkr4y/geacon"
"cobaltstrike","https://github.com/IcebreakerSecurity/DelegationBOF"
"cobaltstrike","https://github.com/Henkru/cs-token-vault"
"cobaltstrike","https://github.com/IcebreakerSecurity/PersistBOF"
"cobaltstrike","https://github.com/improsec/SharpEventPersist"
"cobaltstrike","https://github.com/idiotc4t/Reflective-HackBrowserData"
"cobaltstrike","https://github.com/Hangingsword/HouQing"
"cobaltstrike","https://github.com/GhostPack/Koh"
"cobaltstrike","https://github.com/GeorgePatsias/ScareCrow-CobaltStrike"
"cobaltstrike","https://github.com/gloxec/CrossC2"
"cobaltstrike","https://github.com/hack2fun/BypassAV"
"cobaltstrike","https://github.com/guervild/BOFs"
"cobaltstrike","https://github.com/mdsecactivebreach/CACTUSTORCH"
"cobaltstrike","https://github.com/m57/cobaltstrike_bofs"
"cobaltstrike","https://github.com/med0x2e/SigFlip"
"cobaltstrike","https://github.com/mgeeky/RedWarden"
"cobaltstrike","https://github.com/mez-0/winrmdll"
"cobaltstrike","https://github.com/lengjibo/NetUser"
"cobaltstrike","https://github.com/k8gege/Ladon"
"cobaltstrike","https://github.com/jas502n/bypassAV-1"
"cobaltstrike","https://github.com/k8gege/scrun"
"cobaltstrike","https://github.com/kyleavery/inject-assembly"
"cobaltstrike","https://github.com/kyleavery/AceLdr"
"cobaltstrike","https://github.com/EncodeGroup/BOF-RegSave"
"cobaltstrike","https://github.com/EncodeGroup/AggressiveProxy"
"cobaltstrike","https://github.com/EncodeGroup/UAC-SilentClean"
"cobaltstrike","https://github.com/EspressoCake/DLL-Hijack-Search-Order-BOF"
"cobaltstrike","https://github.com/EspressoCake/DLL_Imports_BOF"
"cobaltstrike","https://github.com/eddiezab/aggressor-scripts/tree/master"
"cobaltstrike","https://github.com/dcsync/pycobalt"
"cobaltstrike","https://github.com/Daybr4ak/C2ReverseProxy"
"cobaltstrike","https://github.com/DeEpinGh0st/Erebus"
"cobaltstrike","https://github.com/dtmsecurity/bof_helper"
"cobaltstrike","https://github.com/dr0op/CrossNet-Beta"
"cobaltstrike","https://github.com/fcre1938/goShellCodeByPassVT"
"cobaltstrike","https://github.com/FalconForceTeam/BOF2shellcode"
"cobaltstrike","https://github.com/FunnyWolf/pystinger"
"cobaltstrike","https://github.com/Gality369/CS-Loader"
"cobaltstrike","https://github.com/G0ldenGunSec/GetWebDAVStatus"
"cobaltstrike","https://github.com/EspressoCake/Toggle_Token_Privileges_BOF"
"cobaltstrike","https://github.com/EspressoCake/Needle_Sift_BOF"
"cobaltstrike","https://github.com/EspressoCake/Firewall_Walker_BOF"
"cobaltstrike","https://github.com/EspressoCake/PPLDump_BOF"
"cobaltstrike","https://github.com/EspressoCake/Self_Deletion_BOF"
"cobaltstrike","https://github.com/EspressoCake/Process_Protection_Level_BOF"
"Coercer","https://github.com/p0dalirius/Coercer"
"COMHunter","https://github.com/matterpreter/OffensiveCSharp/tree/master/COMHunter"
"commando-vm","https://github.com/mandiant/commando-vm"
"commix","https://github.com/commixproject/commix"
"ConPtyShell","https://github.com/antonioCoco/ConPtyShell"
"ContainYourself","https://github.com/deepinstinct/ContainYourself"
"conti","https://www.securonix.com/blog/on-conti-ransomware-tradecraft-detection/"
"Conti Ranwomware","https://news.sophos.com/en-us/2021/09/03/conti-affiliates-use-proxyshell-exchange-exploit-in-ransomware-attacks/"
"copy","N/A"
"copy","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"covenant","https://github.com/cobbr/Covenant"
"Cowpatty","https://github.com/joswr1ght/cowpatty"
"cp","N/A"
"Cr3dOv3r","https://github.com/D4Vinci/Cr3dOv3r"
"crack.sh","https://crack.sh/get-cracking/"
"Crack-allDBs","https://github.com/d3ckx1/Crack-allDBs"
"crackmapexec","https://github.com/Porchetta-Industries/CrackMapExec"
"crackmapexec","https://github.com/byt3bl33d3r/CrackMapExec"
"crackpkcs12","https://github.com/crackpkcs12/crackpkcs12"
"Crassus","https://github.com/vu-ls/Crassus"
"CredPhisher","https://github.com/matterpreter/OffensiveCSharp/tree/master/CredPhisher"
"CredsLeaker","https://github.com/Dviros/CredsLeaker"
"crond","https://github.com/SigmaHQ/sigma/blob/master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml"
"Cronos-Rootkit","https://github.com/XaFF-XaFF/Cronos-Rootkit"
"crontab","N/A"
"crossc2","https://github.com/gloxec/CrossC2"
"CrossLinked","https://github.com/m8r0wn/CrossLinked"
"Crowbar","https://github.com/galkan/crowbar"
"crunch","https://sourceforge.net/projects/crunch-wordlist/"
"crypto_identifier","https://github.com/Acceis/crypto_identifier"
"CSExec","https://github.com/Metro-Holografix/CSExec.py"
"csploit","https://github.com/cSploit/android"
"ctfr","https://github.com/UnaPibaGeek/ctfr"
"ctftool","https://github.com/taviso/ctftool"
"cuddlephish","https://github.com/fkasler/cuddlephish"
"cut","N/A"
"cytool","N/A"
"D1rkInject","https://github.com/TheD1rkMtr/D1rkInject"
"DAMP","https://github.com/HarmJ0y/DAMP"
"darkarmour","https://github.com/bats3c/darkarmour"
"DarkLoadLibrary","https://github.com/bats3c/DarkLoadLibrary"
"DarkWidow","https://github.com/reveng007/DarkWidow"
"datasploit","https://github.com/dvopsway/datasploit"
"DavRelayUp","https://github.com/ShorSec/DavRelayUp"
"dazzleUP","https://github.com/hlldz/dazzleUP"
"DBC2","https://github.com/Arno0x/DBC2"
"dcipher-cli","https://github.com/k4m4/dcipher-cli"
"dcomhijack","https://github.com/WKL-Sec/dcomhijack"
"DcRat","https://github.com/qwqdanchun/DcRat"
"dd","https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1485/T1485.yaml"
"DeathStar","https://github.com/byt3bl33d3r/DeathStar"
"debugdfs","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Anti-Forensics.md"
"decrypt-chrome-passwords","https://github.com/ohyicong/decrypt-chrome-passwords"
"DefaultCreds-cheat-sheet","https://github.com/ihebski/DefaultCreds-cheat-sheet"
"DefenderCheck","https://github.com/rasta-mouse/ThreatCheck"
"DefenderCheck","https://github.com/matterpreter/DefenderCheck"
"deimosc2","https://github.com/DeimosC2/DeimosC2"
"DelegationBOF","https://github.com/IcebreakerSecurity/DelegationBOF"
"demiguise","https://github.com/nccgroup/demiguise"
"Dendrobate","https://github.com/FuzzySecurity/Dendrobate"
